Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Eruditus,2022,2010,Education Management,,"$1.200,000,000",Bangalore,Eruditus provides global access to executive education programs.,Multiples
Ola,2022,2010,Travel Arrangements,,"$5000,000,000",Kormangala,Ola is a mobility platform and ride-hailing company that integrates city transportation for customers and driver partners.,
DailyHunt,2022,2007,Media,,"$2.200,000",Bangalore,DailyHunt develops a mobile application software that gives updates on trending topics.,
CARS24,2022,2015,Automobile,,"$1.300,000,000",Gurgaon,CARS24 offers a tech-enabled marketplace for buying and selling pre-owned cars,Multiples
Pine Labs,2022,1998,Information Technology & Services,,"$1.200,000,000",Noida,Pine Labs is a merchant commerce platform that provides financing and last-mile retail transaction technology to merchants.,
BharatPe,2022,2018,Financial services,,"$700.500,000",New delhi,"BharatPe is a financial services platform that processes payments via UPI and POS, and provides credit or loans to their merchants.",Multiples
Blackbuck,2022,2015,Information services,,"$364,000,000",Bengaluru,Blackbuck is an Indian logistics company that makes trucking simple for every shipper and trucker.,Multiples
Droom,2022,2014,Automotive,,"$333,000,000",Haryana,Droom is a tech and data science-driven online automobile marketplace.,Multiples
MindTickle,2022,2011,Software company,,"$281,000,000",San Francisco,MindTickle is a software company that offers sales readiness and enablement tools for businesses.,Multiples
Vedantu,2022,2011,E-learning,,"$292,900,000",Bangalore,Vedantu is an interactive online tutoring platform for students.,Multiples
CoinDCX,2022,2018,Currency exchange,,"$109,000,000",Mumba,CoinDCX operates as a cryptocurrency exchange aggregator.,Multiples
Razorpay,2022,2014,financial services,,"$741,600,000",Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",Multiples
Licious,2022,2015,Food,,"$488,700,000",Bengaluru,Licious is an online meat and seafood ordering startup that follows an end-to-end business.,Multiples
CoinSwitch Kuber,2022,2017,financial services,,"$300,600,000",Bangalore,CoinSwitch Kuber is a cryptocurrency exchange platform allowing its users to buy and sell cryptocurrencies.,Multiples
Zeta,2022,2015,Financial services,,"$30,000,000",San Francisco,Zeta is a modern banking tech company providing modern core and processing for FIs and embeddable banking for fintech and distributors,Multiples
Rebel Foods,2022,2010,Online food service,,"$14,500,000",Pune,"Rebel Foods Private Limited, also popularly known as Faasos",
Gupshup,2022,2004,Service provider,,"$240,000,000",San Francisco,Gupshup enables better customer engagement through conversational messaging.,
Indiqube,2022,2015,Design,,"$30,000,000",Bengaluru,"IndiQube is a universe of offerings catering to the holistic needs of Enterprises, Unicorn startups, Offshore Development Centres & Solopreneurs",Ashish Gupta
VerSe Innovation,2022,2007,Internet Publishing,,"$1.700,000,000",Bengaluru,VerSe Innovation facilitates content curation and tracks user preferences through recommendation tools.,Multiples
Lenskart,2022,2010,E-Commerce,,"$899,300,000",Faridabad,Lenskart is an India-based online shopping portal for eyewear.,Multiples
Upstox,2022,2010,Financial services,,"$29,000,000",Mumbai,Upstox is a fin-tech company to allow innovative investment options for its users.,Tiger Global Management and GVK Davix Technologies
AppsForBharat,2022,2020,Information technology,Undisclosed,$23.7,Bangalore,AppsForBharat develops a range of mobile apps for the spiritual and devotional needs of Indian users.,Mirae Asset Global Investments and MSA Novo
OkCredit,2022,2017,Financial services,undisclosed,$84.2,Faridabad,OkCredit simplifies credit account management for shop owners and their customers.,Google for Startups and Lightspeed India Partners
Livspace,2022,2014,E-commerce,Series F,$431.6,Bengaluru,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and product",Jungle Ventures and Peugeot SA
Rigi,2022,1871,Tourism,undisclosed,undisclosed,"Vitznau, Luzern,",Rigi is a tour and travel firm that provides transport facilities to adventure and entertainment locations.,Content creator platform Rigi.Club
MobiKwik,2022,2009,Financial services,Series G,$165.5,Gurgaon,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",Abu Dhabi Investment Authority and Dosch
Amagi Media Labs,2022,2008,Media andEntertainment,undisclosed,$240.2,Newyork,Amagi Media Labs is a tech and media startup that facilitates the geographic targeting of TV advertisements.,Avataar Venture partners
Myntra,2022,2007,E-commerce,undisclosed,undisclosed,Banglore,"Myntra is an e-commerce platform for buying branded footwear, apparel, and accessories for men and women.","FK Myntra Holdings,QuickRoutes International"
Philips Electronics,2022,1929,Electronics,undisclosed,undisclosed,Amsterdam,"Philips Electronics is a company whose activities cover all aspects of healthcare and well-being, with a focus on improving people's lives.",
WayCool,2022,2015,Food processing,Series D,$221.5,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products",GAWA Capital and Lightbox
MoEngage,2022,2014,Information technology,Undisclosed,"133,000,000",San Francisco,MoEngage is an internet company that features cloud-based marketing services for consumer businesses.,"Eight Roads Ventures, Matrix Partners Ind"
Mahindra Logistics,2022,2000,Logistics,Undisclosed,"$2,500,000,000",Mumbai,Supply chain management and corporate people transport solution,Birla Sun Life Insurance and HDFC Trustee
Enphase Energy,2022,2006,Solar,Undisclosed,"$116,000,000",Petaluma,Enphase Energy offers a micro-inverter system that delivers solar energy to homes and businesses.,T.J. Rodgers and John Doerr
Allegis Group,2022,1983,Human resources,Series C,"$60,000,000",Maryland,A Global Network of Staffing Services.,Vouch Insurance
Slice,2022,2010,Food &bevrages,Series D,"$125,000,000",Newyork,Slice is a provider of tools for pizzerias to manage the digital side of their businesses.,Kohlberg Kravis Roberts and Dick Costolo
Tata Digital,2022,2019,Internet,Undisclosed,"$50,000,000",Mumbai,Tata Digital build consumer-centric digital businesses for deep consumer engagement and their needs across multiple verticals.,Temasek Holdings and SoftBank Capital
UpGrad,2022,2015,E-learnig,Undisclosed,"$201,000,000",Mumbai,UpGrad is an online higher education platform providing various program,IIFL Finance and International Finance Corporation
Hitachi,2022,1959,Industrial Manufacturing,Undisclosed,Undisclosed,Tokyo,Hitachi is engaged in the manufacture and sale of electronic and electrical products worldwide,Mountain View data
Chargebee,2022,2011,Software,Series H,"$468.200,000",San Francisco,Chargebee provides subscription and recurring billing systems for SaaS and e-commerce businesses.,Sequoia Capital India and Insight Partners
Fivetran,2022,2012,Analytics,Series-D,"$728.100,000",Oakland,Fivetran is a technology company that helps analysts replicate data into a cloud warehouse.,General Catalyst and ICONIQ Capital
Euler,2022,2020,Financial services,Series A,undisclosed,London,Euler is a capital-efficient permissionless lending protocol that helps users to earn interest on their crypto assets.,Danilo S. Carlucci and CMT Digital Ventures
Ecom Express,2022,2012,Logistics,Undisclosed,$485,New delhi,"Ecom Express is a logistics solutions company that allows for customization, scalability, and delivery service processing.",CDC Group and Partners Group
Wooden Street,2022,2015,Home decor,Series B,"$34.100,000",Jaipur,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,WestBridge Capital and IAN Fund
Chalo,2022,2014,Information technology,Undiclosed,"$61,000,000",Mumbai,Chalo develops a transport application that delivers real-time transit information,Matrix Partners and Lightrock
FreshMenu,2022,2014,Food processing,Series C,"$32.400,000",Banglore,FreshMenu offers food delivery service that provides fresh and tasty cuisines of the highest standard.,Florintree Advisors and Srinivas Anumolu
Nykaa,2022,2012,"Beauty,Fashion",Undisclosed,"$148.500,000",Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,Fidelity Management and Research Company and Alia Bhatt
Classplus,2022,2018,E-learning,Series D,"$129.500,000",Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,Alpha Wave Ventures and Chimera Investm
Skillmatics,2022,2016,Education,Series B,$23,Mumbai,Skillmatics provides education products and learning games for children in pre-school and primary school who are under the age of ten,Sequoia Capital India and Sofina
Mamaearth,2022,2016,"Health, Wellness",Unknown,"$110.800,000",Gurgaon,Mamaearth is a personal care brand that specializes in baby and toddler products.,Evolvence India Fund and Sofina
Digits,2022,2018,Accounting,Series C,"$97,500,000",San Francisco,Digits is a fintech company building tools for businesses and finance professionals by leveraging its proprietary Living Model technology.,Benchmark and GV
DealShare,2022,2018,E-commerce,Series E,"$624.800,000",Banglore,DealShare is a fast growing social e-commerce startup,Abu Dhabi Investment Authority and Twenty Nine Capital Partners
Mylab Discovery Solutions,2022,2016,"Health,wellness",Undisclosed,Undisclosed,Lonavala,Mylab Discovery Solutions is provides a portfolio of diagnostic kits for pathogen detection and viral load monitoring.,Abhijit Pawar and Adar C. Poonawalla
Securden,2022,2018,Artificial Intelligence,Series A,"$11.700,000",Delaware,Securden is a Windows Privilege Management Software,Accel and Tiger Global Management
Doubtnut,2022,2016,Education,Series B,"$49.900,000",Gurgaon,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",Sequoia Capital India and Lupa Systems
Whitehar Jr,2022,2018,Information technology,Unknown,"$11.300,000",Maharastra,Whitehar Jr - leading and best computer programming learning websites teaching kids to code.,Bossanova Investimentos and Omidyar Network
Frigate,2022,2021,Manufacturing,Undisclosed,"$17,500,000",Tiruchirappall,"Frigate provides fabrication, 3D printing, and CNC machining services quickly, risk-free and affordable for OEMs, SMEs, and startups.",Abhishek Pandey and Srinath Ramakkrushnan
Leaf Round,2022,2022,Financial services,Preseed,"$300,000",Bengaluru,Leaf Round is a marketplace for leasing that provides investors options to buy assets and rent to businesses.,Super Capital
Wildermart,2022,2021,Food and bevrages,Undisclosed,"$24,000,000",Bengaluru,Wildermart is a healthy and sustainable grocery store startup.,Abhinav Mathur and 17 other investors
Myraah,2022,2020,Web design,Preseed,"$350,000",Pune,Myraah uses AI to help SMEs create web presence in English and several Indian languages,Arun Balakrishnan and Xcelerator Venture Partners
GROWiT,2022,2020,Manufacturing,Undisclosed,"$30,000,000",Surat,Agri Tech & Manufacturing,Mukul Goyal and Coppermine Capita
Lauriko,2022,2021,"Health,wellness",Undisclosed,"$37,000,000",Hyderabad,Lauriko is a Manufacture of food products and beverages company.,Lakshmikant PB and Murthy Aradhi
Hbox,2022,2020,Healthcare,Undisclosed,undisclosed,Massachusetts,We are developing therapies based on the principle of minimally invasive targeted hyperoxygenation,
iTribe,2022,2021,Financial services,Undisclosed,"$1,000,000",Bengaluru,"iTribe is a one-stop solution for customers to get news related to stocks, advisors, and investment ideas",Eximius Ventures and PlanBcapital
Zipy,2022,2013,E-commerce,Undisclosed,Undisclosed,Israel,"Zipy provides a platform for e-commerce that allows users to shop from Ebay, Amazon, Aliexpress, or Walmart.",
Pratech Brands,2022,2021,Internet,Undisclosed,"$3,000,000",Mumbai,Pratech Brands is a digital-first house of brands that takes pride in uncovering consumer needs and building consumer brands.,
Glip,2022,2020,Software,Seed,"$3,000,000",Delaware,Glip is a creator tool suite for gamers to create and monetise.,Better Capita
Hubble,2022,2014,Commercial Real State,Undisclosed,"$12,300,000",London,"A platform to search, set up, and manage your hybrid workplace",Pi Labs and Upscale
Eximpe,2022,2021,Arjun Zacharia,,,"Eximpe is Managing sellers, buyers, processes, payments, and financial services.",Axel Wehr and Rohit M.A.,Seed
Limechat,2022,2020,Software,Seed,"$5,000,000",Faridabad,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,Pi Ventures and Stellaris Venture Partners
Medisage,2022,2019,Healthcare,Undisclosed,"$530,000,000",Mumbai,"Medisage Connect with Global doctors, watch video case studies by subject matter experts",Bessemer Venture Partners and Siddharth Sikchi
Spyne,2022,2018,Software,Series A,"$7,000,000",Gurgaon,Spyne is a Deep Tech startup helping businesses and marketplaces create and upgrade high-quality product images and videos at scale with AI.,Pentathlon Ventures and Core91 Fund
Stockal,2022,2016,Finance,Series A,"$14,800,000",Newyork,Stockal is the platform for cross-border savings and investments.,Hashed and A'Z Angels
YouKraft,2022,2020,Publishing,Seed,"76,000,000",Banglore,YouKraft is an e-commerce marketplace for all things interio,Goel Family Office
Securden,2022,2020,Artificial Intelligence,Series A,"$11,700,000",Delaware,Securden is a Windows Privilege Management Software,Accel and Tiger Global Management
Mesh,2022,2018,Enterprise Software,Series A,"$16,100,000",San Jose,Mesh is a social performance management platform for today's workforce.,Ankit Nagori and Sumon Sadhu
Last9,2022,2020,Software,Series A,"$13,000,000",Santa Clara,Last9 is a Site Reliability Engineering platform that helps improve production systems.,Better Capital and Sequoia Capital India
Aarav Info Solutions,2022,2020,Information&Technology,Undisclosed,$200000,Ahmedabad,AIS- Aarav Info Solutions is Web solutions Company based in Ahmadabad India who help Businesses to grow Online,
Better Beauty,2022,2022,Cosmetics,,$500000,Delhi,"Better Beauty is committed to delivering clean, pure potent and biocompatible products that are biocompatible and sustainable",Lotus Herbals
Goofy Tails,2022,2018,Nutrition,Seed,$1100000,Delhi,Goofy Tails is a premium pet supplies company,BeyondSeed and The Chennai Angels
Wright Reseach,2022,2019,Artificial Intelligence,Seed,$507500000,Mumbai,,Orios Venture Partners and Ajat Hukkoo
Gigforce,2022,2020,Information Technology,Seed,$2600000,Bengalaru,Wright Research used data and artificial intelligence to create smart investment products for everyone,Venture Catalysts and ZNL Growth
BioPrime,2022,2016,Biotechnology,Seed,$1500000,Pune,A Start up with an endeavor to bring out disruptive innovations in Products as well as Services to improve and transform agriculture,Inflexor Ventures and Omnivore
Hubbler,2022,2016,Information&Technology,SeriesA,$2800000,Karnataka,Hubbler helps enterprises automate their business processes into web & mobile apps in 24 hours without writing a single line of code,LenDenClub Alpha and Unicorn India Ventures
Trendlyne,2022,2016,Financial Services,Preseed,$2000000,Banglore,"Trendlyne is a multi-geo analytics platform, that builds powerful equity analytics products for analysts, advisors and investors.",. IIFL Special Opportunities Fund and IIFL Securities
